#,P:win,P:lose,P:coffee,净利润,年化收益,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
44,1.3,0.3,0.7,40080.00,29200.00,37.74,189.06,212,-9900.00,8.87,0.0032,2.95,0.8869,2467.00,5,-5572.00,5.24,0.02,0.10,0.0086,2.51,117100.00,-77020.00,80,132,6,10,2840.00,-2010.00,1463.75,-583.48,86,35,1.52
45,1.7,0.7,0.7,39830.00,29017.86,48.11,187.88,212,-9080.00,5.50,0.0027,3.20,0.8506,2800.89,5,-7060.00,4.11,0.03,0.09,0.0060,1.49,145030.00,-105200.00,102,110,6,7,4690.00,-2010.00,1421.86,-956.36,118,78,1.38
46,1.8,0.3,0.5,39730.00,28945.01,34.15,138.43,287,-14780.00,5.79,0.0032,1.96,0.7833,978.88,5,-8078.00,3.58,0.03,0.15,0.0068,2.60,154020.00,-114290.00,98,189,8,15,4890.00,-2010.00,1571.63,-604.71,128,35,1.35
47,1.7,0.3,0.5,39680.00,28908.58,34.84,138.26,287,-14030.00,5.89,0.0034,2.06,0.8249,1142.50,5,-7928.00,3.65,0.03,0.14,0.0070,2.52,153350.00,-113670.00,100,187,8,15,3590.00,-2010.00,1533.50,-607.86,123,34,1.35
48,1.7,0.6,0.4,39590.00,28843.01,43.67,125.28,316,-12890.00,3.41,0.0030,2.24,0.7935,1303.93,5,-9664.00,2.98,0.04,0.13,0.0053,1.59,209870.00,-170280.00,138,178,7,8,3740.00,-2110.00,1520.80,-956.63,146,71,1.23
49,1.4,0.7,0.5,39580.00,28835.73,48.43,137.91,287,-14530.00,3.92,0.0035,1.98,0.8456,1090.06,5,-9764.00,2.95,0.03,0.14,0.0058,1.34,190160.00,-150580.00,139,148,13,6,3240.00,-2060.00,1368.06,-1017.43,122,76,1.26
50,1.3,0.5,0.7,39480.00,28762.87,44.81,186.23,212,-7350.00,6.58,0.0031,3.91,0.9215,4582.20,5,-5484.00,5.24,0.03,0.07,0.0072,1.75,132900.00,-93420.00,95,117,6,7,2840.00,-2010.00,1398.95,-798.46,96,57,1.42
51,1.4,0.6,0.5,39430.00,28726.45,46.69,137.39,287,-19630.00,4.21,0.0033,1.46,0.7994,562.30,5,-10244.00,2.80,0.03,0.20,0.0061,1.45,183360.00,-143930.00,134,153,13,12,3240.00,-2010.00,1368.36,-940.72,121,66,1.27
52,1.4,0.5,0.4,39340.00,28660.88,41.14,124.49,316,-12990.00,3.73,0.0041,2.21,0.9413,1509.45,5,-8834.00,3.24,0.03,0.13,0.0062,1.78,199050.00,-159710.00,130,186,7,10,3540.00,-1610.00,1531.15,-858.66,123,58,1.25
53,1.8,0.8,0.4,38940.00,28369.46,46.84,123.23,316,-16390.00,2.90,0.0025,1.73,0.6743,674.49,5,-10192.00,2.78,0.04,0.16,0.0047,1.37,223320.00,-184380.00,148,168,7,8,4040.00,-2210.00,1508.92,-1097.50,152,93,1.21
54,1.7,0.8,0.7,38930.00,28362.18,49.53,183.63,212,-10620.00,5.09,0.0026,2.67,0.8083,1899.94,5,-7324.00,3.87,0.03,0.11,0.0057,1.39,146550.00,-107620.00,105,107,6,7,4690.00,-2010.00,1395.71,-1005.79,120,83,1.36
55,1.6,0.7,0.7,38630.00,28143.61,48.11,182.22,212,-8970.00,5.22,0.0026,3.14,0.8459,2764.52,5,-6650.00,4.23,0.03,0.09,0.0060,1.47,143830.00,-105200.00,102,110,6,7,3340.00,-2010.00,1410.10,-956.36,116,78,1.37
56,1.4,0.7,0.7,38530.00,28070.76,48.58,181.75,212,-8030.00,5.24,0.0028,3.50,0.8634,3515.99,5,-6466.00,4.34,0.03,0.08,0.0063,1.45,143220.00,-104690.00,103,109,6,7,3040.00,-2010.00,1390.49,-960.46,104,77,1.37
57,1.3,0.6,0.7,38230.00,27852.20,47.17,180.33,212,-6650.00,5.74,0.0030,4.19,0.9214,5419.95,5,-5942.00,4.69,0.03,0.07,0.0067,1.56,136650.00,-98420.00,100,112,6,7,2840.00,-2010.00,1366.50,-878.75,97,66,1.39
58,1.8,0.4,0.7,38030.00,27706.49,39.15,179.39,212,-15040.00,6.29,0.0028,1.84,0.7426,849.32,5,-6758.00,4.10,0.03,0.15,0.0071,2.21,128470.00,-90440.00,83,129,6,10,4690.00,-2010.00,1547.83,-701.09,110,48,1.42
60,1.5,0.8,0.5,37980.00,27670.06,49.48,132.33,287,-17930.00,3.52,0.0031,1.54,0.7594,617.16,5,-10082.00,2.74,0.04,0.18,0.0051,1.27,191480.00,-153500.00,142,145,13,6,3340.00,-2060.00,1348.45,-1058.62,129,90,1.25
59,1.5,0.5,0.5,37980.00,27670.06,42.86,132.33,287,-17050.00,4.20,0.0030,1.62,0.7972,715.92,5,-9024.00,3.07,0.03,0.17,0.0059,1.70,175570.00,-137590.00,123,164,8,12,3340.00,-2010.00,1427.40,-838.96,125,54,1.28
61,1.6,0.8,0.7,37730.00,27487.92,49.53,177.97,212,-10620.00,4.82,0.0024,2.59,0.7976,1816.57,5,-6914.00,3.98,0.03,0.11,0.0056,1.38,145350.00,-107620.00,105,107,6,7,3340.00,-2010.00,1384.29,-1005.79,119,83,1.35
62,1.4,0.8,0.7,37630.00,27415.07,50.00,177.50,212,-9570.00,4.84,0.0027,2.86,0.8315,2325.55,5,-6800.00,4.03,0.03,0.10,0.0059,1.35,144740.00,-107110.00,106,106,6,7,3040.00,-2010.00,1365.47,-1010.47,106,82,1.35
63,1.6,0.6,0.8,37460.00,27291.22,43.20,221.66,169,-12620.00,6.08,0.0027,2.16,0.8215,1303.06,5,-6342.00,4.30,0.03,0.13,0.0071,1.92,118320.00,-80860.00,73,96,4,8,4240.00,-2010.00,1620.82,-842.29,101,66,1.46
64,1.4,0.3,0.5,37380.00,27232.93,35.54,130.24,287,-12820.00,5.40,0.0032,2.12,0.8756,1368.21,5,-7506.00,3.63,0.02,0.13,0.0068,2.41,150430.00,-113050.00,102,185,8,12,3240.00,-2010.00,1474.80,-611.08,110,32,1.33
65,1.8,0.8,0.6,37260.00,27145.51,47.39,149.64,249,-13500.00,3.81,0.0025,2.01,0.7645,1070.25,5,-8328.00,3.26,0.04,0.13,0.0050,1.42,170170.00,-132910.00,118,131,12,7,4890.00,-2310.00,1442.12,-1014.58,135,90,1.28
66,1.6,0.5,0.8,37160.00,27072.65,40.24,219.88,169,-14070.00,6.67,0.0026,1.92,0.7579,959.08,5,-6322.00,4.28,0.03,0.14,0.0076,2.22,112170.00,-75010.00,68,101,4,8,4240.00,-2010.00,1649.56,-742.67,97,55,1.50
67,1.5,0.7,0.7,37130.00,27050.80,48.11,175.14,212,-8820.00,4.87,0.0025,3.07,0.8446,2744.07,5,-6678.00,4.05,0.03,0.09,0.0058,1.46,142330.00,-105200.00,102,110,6,7,3290.00,-2010.00,1395.39,-956.36,111,78,1.35
68,1.6,0.3,0.5,37030.00,26977.94,34.84,129.02,287,-14230.00,5.22,0.0031,1.90,0.8071,1014.00,5,-7968.00,3.39,0.03,0.14,0.0065,2.48,150700.00,-113670.00,100,187,8,15,3540.00,-2010.00,1507.00,-607.86,119,34,1.33
69,1.3,0.5,0.5,36930.00,26905.09,43.55,128.68,287,-17370.00,4.06,0.0030,1.55,0.8225,691.93,5,-9054.00,2.97,0.03,0.17,0.0060,1.65,173600.00,-136670.00,125,162,8,12,3240.00,-2010.00,1388.80,-843.64,113,53,1.27
70,1.5,0.7,0.5,36930.00,26905.09,48.08,128.68,287,-14460.00,3.46,0.0032,1.86,0.8143,988.79,5,-9720.00,2.77,0.03,0.14,0.0053,1.34,187620.00,-150690.00,138,149,13,6,3340.00,-2060.00,1359.57,-1011.34,128,77,1.25
71,1.5,0.6,0.5,36780.00,26795.81,46.34,128.15,287,-19360.00,3.71,0.0030,1.38,0.7434,501.40,5,-10224.00,2.62,0.03,0.19,0.0056,1.45,180820.00,-144040.00,133,154,13,12,3340.00,-2010.00,1359.55,-935.32,127,67,1.26
72,1.7,0.5,0.4,36740.00,26766.67,39.87,116.27,316,-12990.00,3.15,0.0036,2.06,0.8892,1331.78,5,-9648.00,2.77,0.04,0.13,0.0055,1.85,199490.00,-162750.00,126,190,7,11,3740.00,-1610.00,1583.25,-856.58,141,60,1.23
73,1.5,0.8,0.7,36230.00,26395.11,49.53,170.90,212,-10470.00,4.49,0.0024,2.52,0.7941,1786.82,5,-7074.00,3.73,0.03,0.10,0.0055,1.36,143850.00,-107620.00,105,107,6,7,3290.00,-2010.00,1370.00,-1005.79,113,83,1.34
74,1.6,0.3,0.8,36060.00,26271.26,32.54,213.37,169,-9310.00,7.44,0.0028,2.82,0.8062,2259.73,5,-5278.00,4.98,0.03,0.09,0.0084,3.23,100550.00,-64490.00,55,114,4,9,4240.00,-2010.00,1828.18,-565.70,84,33,1.56
75,1.3,0.8,0.5,35980.00,26212.97,50.17,125.37,287,-17630.00,3.24,0.0030,1.49,0.7628,607.37,5,-10142.00,2.58,0.04,0.18,0.0050,1.23,188310.00,-152330.00,144,143,13,6,3240.00,-2060.00,1307.71,-1065.24,119,89,1.24
76,1.6,0.8,0.6,35810.00,26089.12,48.19,143.82,249,-15130.00,3.56,0.0027,1.72,0.8141,871.80,5,-8744.00,2.98,0.03,0.15,0.0049,1.36,168600.00,-132790.00,120,129,12,7,3490.00,-2310.00,1405.00,-1029.38,129,88,1.27
77,1.7,0.8,0.6,35760.00,26052.69,48.19,143.61,249,-14680.00,3.55,0.0026,1.77,0.7990,907.71,5,-8634.00,3.02,0.03,0.15,0.0049,1.36,168550.00,-132790.00,120,129,12,7,3590.00,-2310.00,1404.58,-1029.38,132,88,1.27
78,1.3,0.7,0.7,35730.00,26030.84,48.58,168.54,212,-8180.00,4.60,0.0026,3.18,0.8587,3124.16,5,-6526.00,3.99,0.03,0.08,0.0059,1.42,140420.00,-104690.00,103,109,6,7,2840.00,-2010.00,1363.30,-960.46,99,77,1.34
79,1.8,0.7,0.6,35360.00,25761.28,45.78,142.01,249,-12250.00,3.48,0.0026,2.10,0.7745,1249.16,5,-8636.00,2.98,0.04,0.12,0.0050,1.50,167760.00,-132400.00,114,135,12,9,4890.00,-2010.00,1471.58,-980.74,134,77,1.27
80,1.6,0.5,0.6,35160.00,25615.57,42.57,141.20,249,-14080.00,4.04,0.0029,1.82,0.8574,1039.94,5,-8902.00,2.88,0.03,0.14,0.0057,1.74,155240.00,-120080.00,106,143,12,11,3490.00,-2010.00,1464.53,-839.72,123,54,1.29
81,1.7,0.5,0.6,35110.00,25579.14,42.57,141.00,249,-13630.00,4.03,0.0028,1.88,0.8447,1091.83,5,-9112.00,2.81,0.03,0.14,0.0057,1.74,155190.00,-120080.00,106,143,12,11,3590.00,-2010.00,1464.06,-839.72,127,54,1.29
82,1.8,0.5,0.6,35060.00,25542.71,41.77,140.80,249,-15880.00,3.94,0.0025,1.61,0.7975,758.53,5,-8806.00,2.90,0.04,0.16,0.0055,1.80,156160.00,-121100.00,104,145,12,11,4890.00,-2010.00,1501.54,-835.17,131,56,1.29
83,1.4,0.8,0.6,35010.00,25506.29,49.00,140.60,249,-16780.00,3.45,0.0027,1.52,0.7962,677.59,5,-9054.00,2.82,0.03,0.17,0.0050,1.32,167180.00,-132170.00,122,127,12,7,3040.00,-2310.00,1370.33,-1040.71,120,86,1.26
84,1.4,0.3,0.4,34890.00,25418.86,32.91,110.41,316,-11800.00,3.92,0.0034,2.15,0.8995,1550.26,5,-8060.00,3.15,0.03,0.12,0.0066,2.58,165710.00,-130820.00,104,212,7,11,3540.00,-1510.00,1593.37,-617.08,117,33,1.27
85,1.3,0.7,0.5,34880.00,25411.58,48.78,121.53,287,-15480.00,3.16,0.0030,1.64,0.8252,825.68,5,-10044.00,2.53,0.03,0.15,0.0052,1.29,184450.00,-149570.00,140,147,13,6,3240.00,-2060.00,1317.50,-1017.48,117,76,1.23
86,1.6,0.7,0.4,34840.00,25382.44,46.20,110.25,316,-16390.00,2.59,0.0021,1.55,0.6456,577.69,5,-9876.00,2.57,0.04,0.16,0.0044,1.40,210190.00,-175350.00,146,170,7,8,4040.00,-2110.00,1439.66,-1031.47,145,81,1.20
87,1.7,0.8,0.4,34840.00,25382.44,47.15,110.25,316,-16740.00,2.36,0.0021,1.52,0.6468,554.79,5,-10262.00,2.47,0.04,0.17,0.0042,1.33,219210.00,-184370.00,149,167,7,8,4040.00,-2210.00,1471.21,-1104.01,149,92,1.19
88,1.3,0.8,0.7,34830.00,25375.15,50.00,164.29,212,-9720.00,4.23,0.0025,2.61,0.8202,2058.07,5,-6818.00,3.72,0.03,0.10,0.0055,1.33,141940.00,-107110.00,106,106,6,7,2840.00,-2010.00,1339.06,-1010.47,102,82,1.33
89,1.4,0.8,0.4,34790.00,25346.01,48.10,110.09,316,-12340.00,2.43,0.0024,2.05,0.7543,1188.59,5,-9978.00,2.54,0.03,0.12,0.0044,1.29,216280.00,-181490.00,152,164,7,8,3540.00,-2210.00,1422.89,-1106.65,133,91,1.19
90,1.7,0.2,0.5,34680.00,25265.87,27.53,120.84,287,-12480.00,5.64,0.0029,2.02,0.8626,1319.39,5,-6802.00,3.71,0.03,0.12,0.0070,3.60,129210.00,-94530.00,79,208,4,18,3590.00,-1510.00,1635.57,-454.47,113,21,1.37
91,1.3,0.6,0.5,34530.00,25156.59,47.04,120.31,287,-20580.00,3.35,0.0029,1.22,0.7679,430.29,5,-10514.00,2.39,0.03,0.21,0.0054,1.40,177650.00,-143120.00,135,152,13,12,3240.00,-2010.00,1315.93,-941.58,115,66,1.24
92,1.8,0.3,0.4,34390.00,25054.59,31.01,108.83,316,-13320.00,3.59,0.0031,1.88,0.7542,1007.05,5,-9056.00,2.77,0.03,0.13,0.0061,2.80,167420.00,-133030.00,98,218,7,11,3940.00,-1510.00,1708.37,-610.23,139,37,1.26
93,1.7,0.4,0.7,34280.00,24974.45,39.62,161.70,212,-12840.00,5.35,0.0024,1.95,0.7666,1084.09,5,-6318.00,3.95,0.03,0.13,0.0063,2.11,124060.00,-89780.00,84,128,6,10,4690.00,-2010.00,1476.90,-701.41,107,48,1.38
94,1.8,0.2,0.5,34230.00,24938.02,26.83,119.27,287,-14150.00,5.39,0.0027,1.76,0.8122,953.94,5,-7136.00,3.49,0.03,0.14,0.0067,3.71,129080.00,-94850.00,77,210,4,18,4890.00,-1510.00,1676.36,-451.67,118,23,1.36
95,1.5,0.6,0.8,34160.00,24887.03,43.20,202.13,169,-12470.00,5.20,0.0023,2.00,0.7965,1179.85,5,-6312.00,3.94,0.03,0.12,0.0065,1.87,115020.00,-80860.00,73,96,4,8,4240.00,-2010.00,1575.62,-842.29,98,66,1.42
96,1.3,0.7,0.4,34090.00,24836.03,47.15,107.88,316,-10830.00,2.56,0.0023,2.29,0.7764,1556.63,5,-8988.00,2.76,0.03,0.11,0.0045,1.34,206910.00,-172820.00,149,167,7,8,3540.00,-2110.00,1388.66,-1034.85,128,79,1.20
