#,P:win,P:lose,P:coffee,净利润,年化收益,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
13,2,0.3,0.3,85900.00,62581.84,30.37,159.07,540,-8700.00,12.89,0.0082,7.19,0.9519,7546.38,5,-8040.00,7.78,0.04,0.09,0.0113,3.20,302160.00,-216260.00,164,376,5,11,4440.00,-1560.00,1842.44,-575.16,157,42,1.40
14,1.9,0.2,0.2,85570.00,62341.42,23.60,116.74,733,-14000.00,11.92,0.0084,4.45,0.9644,2981.54,5,-9716.00,6.42,0.05,0.14,0.0110,4.37,330920.00,-245350.00,173,560,4,20,4190.00,-2410.00,1912.83,-438.13,156,29,1.35
15,1.5,0.2,0.2,85520.00,62304.99,24.42,116.67,733,-11750.00,12.44,0.0081,5.30,0.9634,4224.44,5,-9038.00,6.89,0.05,0.12,0.0116,4.19,327960.00,-242440.00,179,554,4,20,4190.00,-2410.00,1832.18,-437.62,134,27,1.35
16,1.6,0.3,0.2,84840.00,61809.58,30.96,143.55,591,-12140.00,11.72,0.0074,5.09,0.9443,3832.16,5,-8672.00,7.13,0.04,0.12,0.0109,3.02,324170.00,-239330.00,183,408,7,12,4190.00,-2560.00,1771.42,-586.59,147,40,1.35
17,1.9,0.3,0.2,84240.00,61372.46,30.29,142.54,591,-14390.00,11.23,0.0076,4.26,0.9472,2716.96,5,-9152.00,6.71,0.04,0.14,0.0103,3.10,326110.00,-241870.00,179,412,7,12,4190.00,-2560.00,1821.84,-587.06,161,41,1.35
18,1.8,0.3,0.2,83940.00,61153.89,30.46,142.03,591,-14640.00,11.24,0.0077,4.18,0.9558,2639.41,5,-9274.00,6.59,0.04,0.15,0.0103,3.08,325250.00,-241310.00,180,411,7,12,4190.00,-2560.00,1806.94,-587.13,155,41,1.35
19,1.5,0.4,0.2,83440.00,60789.62,37.35,164.90,506,-10990.00,11.15,0.0074,5.53,0.9357,4509.07,5,-9332.00,6.51,0.06,0.11,0.0110,2.28,316760.00,-233320.00,189,317,7,9,4190.00,-2760.00,1675.98,-736.03,146,53,1.36
20,1.8,0.3,0.3,83400.00,60760.48,30.56,154.44,540,-8700.00,12.35,0.0082,6.98,0.9681,7450.77,5,-8300.00,7.32,0.04,0.09,0.0112,3.15,299100.00,-215700.00,165,375,5,11,4190.00,-1560.00,1812.73,-575.20,149,42,1.39
21,1.9,0.4,0.2,83340.00,60716.77,36.17,164.70,506,-11570.00,10.70,0.0075,5.25,0.9236,4038.88,5,-9660.00,6.29,0.06,0.11,0.0104,2.39,320170.00,-236830.00,183,323,7,11,4190.00,-2760.00,1749.56,-733.22,163,56,1.35
22,1.6,0.4,0.3,83180.00,60600.20,36.90,174.38,477,-9260.00,11.46,0.0078,6.54,0.9333,6319.93,5,-7640.00,7.93,0.06,0.09,0.0117,2.35,303840.00,-220660.00,176,301,5,9,4190.00,-2760.00,1726.36,-733.09,142,52,1.38
23,1.8,0.2,0.2,83120.00,60556.49,23.74,113.40,733,-14250.00,11.41,0.0082,4.25,0.9582,2776.80,5,-9836.00,6.16,0.05,0.14,0.0107,4.30,328110.00,-244990.00,174,559,4,20,4190.00,-2410.00,1885.69,-438.26,151,29,1.34
24,1.8,0.4,0.2,82390.00,60024.65,36.36,162.83,506,-11820.00,10.57,0.0074,5.08,0.9377,3884.12,5,-9288.00,6.46,0.06,0.12,0.0103,2.36,318460.00,-236070.00,184,322,7,11,4190.00,-2760.00,1730.76,-733.14,159,55,1.35
25,1.5,0.3,0.3,82250.00,59922.65,31.30,152.31,540,-8550.00,12.44,0.0078,7.01,0.9676,7597.36,5,-7256.00,8.26,0.04,0.09,0.0116,3.04,295760.00,-213510.00,169,371,5,11,4190.00,-1560.00,1750.06,-575.50,133,41,1.39
26,1.7,0.3,0.3,82200.00,59886.23,30.74,152.22,540,-8700.00,12.17,0.0081,6.88,0.9686,7346.08,5,-8130.00,7.37,0.04,0.09,0.0111,3.12,297040.00,-214840.00,166,374,5,11,4190.00,-1560.00,1789.40,-574.44,145,42,1.38
27,1.9,0.3,0.3,82200.00,59886.23,30.37,152.22,540,-8700.00,11.95,0.0080,6.88,0.9556,7247.85,5,-8200.00,7.30,0.04,0.09,0.0110,3.16,298460.00,-216260.00,164,376,5,11,4190.00,-1560.00,1819.88,-575.16,154,42,1.38
28,2,0.5,0.2,82170.00,59864.37,39.74,179.41,458,-14550.00,9.64,0.0083,4.11,0.9493,2582.53,5,-10066.00,5.95,0.07,0.14,0.0101,2.04,321230.00,-239060.00,182,276,7,9,4540.00,-2760.00,1765.00,-866.16,166,68,1.34
29,1.4,0.2,0.3,82090.00,59806.09,25.23,123.26,666,-8840.00,13.64,0.0081,6.77,0.9730,7215.99,5,-8076.00,7.41,0.05,0.09,0.0121,4.11,293570.00,-211480.00,168,498,4,19,4190.00,-1560.00,1747.44,-424.66,120,27,1.39
30,1.7,0.4,0.2,81690.00,59514.67,36.56,161.44,506,-11820.00,10.51,0.0075,5.04,0.9404,3861.83,5,-9648.00,6.17,0.06,0.12,0.0104,2.34,316800.00,-235110.00,185,321,7,11,4190.00,-2760.00,1712.43,-732.43,155,55,1.35
31,1.7,0.2,0.2,81170.00,59135.83,23.87,110.74,733,-14250.00,11.05,0.0081,4.15,0.9541,2699.57,5,-9724.00,6.08,0.05,0.14,0.0105,4.25,325300.00,-244130.00,175,558,4,20,4190.00,-2410.00,1858.86,-437.51,148,28,1.33
32,2,0.4,0.4,79910.00,58217.86,36.41,184.12,434,-13310.00,12.07,0.0080,4.37,0.9474,2977.02,5,-8828.00,6.59,0.04,0.13,0.0109,2.47,273970.00,-194060.00,158,276,7,11,4390.00,-1560.00,1733.99,-703.12,148,55,1.41
33,1.7,0.3,0.2,79790.00,58130.44,30.63,135.01,591,-14640.00,10.38,0.0074,3.97,0.9534,2501.72,5,-8952.00,6.49,0.04,0.15,0.0099,3.02,320240.00,-240450.00,181,410,7,12,4190.00,-2560.00,1769.28,-586.46,152,40,1.33
34,1.6,0.5,0.2,79670.00,58043.01,40.61,173.95,458,-12700.00,9.44,0.0078,4.57,0.9492,3284.85,5,-9686.00,5.99,0.07,0.13,0.0102,1.96,315290.00,-235620.00,186,272,7,8,3990.00,-2760.00,1695.11,-866.25,151,66,1.34
35,2,0.4,0.5,79370.00,57824.45,38.84,218.65,363,-12080.00,15.37,0.0066,4.79,0.9136,3445.51,5,-8680.00,6.66,0.04,0.12,0.0115,2.39,231840.00,-152470.00,141,222,8,12,4890.00,-1560.00,1644.26,-686.80,140,55,1.52
36,1.4,0.5,0.4,79240.00,57729.74,42.14,197.61,401,-10960.00,12.20,0.0081,5.27,0.9672,4418.90,5,-7544.00,7.65,0.03,0.11,0.0115,1.95,267410.00,-188170.00,169,232,7,9,3540.00,-1710.00,1582.31,-811.08,122,70,1.42
37,1.5,0.3,0.2,78990.00,57547.60,31.13,133.65,591,-12060.00,10.39,0.0069,4.77,0.9533,3647.61,5,-8468.00,6.80,0.04,0.12,0.0102,2.94,318110.00,-239120.00,184,407,7,12,4190.00,-2560.00,1728.86,-587.52,143,39,1.33
38,2,0.5,0.4,78490.00,57183.33,40.15,195.74,401,-11150.00,11.20,0.0078,5.13,0.9510,4174.37,5,-8712.00,6.56,0.04,0.11,0.0104,2.09,272840.00,-194350.00,161,240,7,10,4390.00,-1710.00,1694.66,-809.79,149,73,1.40
39,1.6,0.4,0.5,78070.00,56877.35,40.22,215.07,363,-12080.00,15.53,0.0063,4.71,0.8670,3214.99,5,-8424.00,6.75,0.03,0.12,0.0121,2.26,228190.00,-150120.00,146,217,8,12,4190.00,-1560.00,1562.95,-691.80,127,53,1.52
40,1.8,0.4,0.5,78070.00,56877.35,39.39,215.07,363,-12080.00,15.15,0.0064,4.71,0.8916,3307.17,5,-8680.00,6.55,0.03,0.12,0.0116,2.33,229770.00,-151700.00,143,220,8,12,4890.00,-1560.00,1606.78,-689.55,136,54,1.51
41,1.3,0.2,0.3,77390.00,56381.94,25.38,116.20,666,-9590.00,12.44,0.0076,5.88,0.9719,5771.46,5,-8296.00,6.80,0.05,0.10,0.0117,4.02,288160.00,-210770.00,169,497,4,19,4190.00,-1560.00,1705.09,-424.08,111,27,1.37
42,2,0.4,0.3,77180.00,56228.94,35.85,161.80,477,-11420.00,9.70,0.0072,4.92,0.9041,3732.31,5,-8652.00,6.50,0.06,0.11,0.0102,2.41,301040.00,-223860.00,171,306,5,9,4440.00,-2760.00,1760.47,-731.57,159,54,1.34
43,1.4,0.4,0.2,76990.00,56090.52,37.55,152.15,506,-11870.00,9.76,0.0067,4.73,0.9167,3494.04,5,-9600.00,5.84,0.06,0.12,0.0103,2.21,309750.00,-232760.00,190,316,7,9,4190.00,-2760.00,1630.26,-736.58,139,53,1.33
44,1.5,0.4,0.3,76980.00,56083.23,37.11,161.38,477,-8910.00,10.06,0.0072,6.29,0.9385,6348.37,5,-7604.00,7.38,0.06,0.09,0.0109,2.29,297430.00,-220450.00,177,300,5,9,4190.00,-2760.00,1680.40,-734.83,137,51,1.35
45,1.4,0.3,0.3,76650.00,55842.81,31.67,141.94,540,-8550.00,11.18,0.0074,6.53,0.9617,7036.85,5,-7538.00,7.41,0.04,0.09,0.0111,2.94,289090.00,-212440.00,171,369,5,11,4190.00,-1560.00,1690.58,-575.72,127,40,1.36
46,1.9,0.5,0.2,76620.00,55820.96,39.74,167.29,458,-15350.00,8.53,0.0078,3.64,0.9483,2160.44,5,-10226.00,5.46,0.07,0.15,0.0094,2.00,315680.00,-239060.00,182,276,7,9,4190.00,-2760.00,1734.51,-866.16,165,68,1.32
47,1.7,0.4,0.5,76570.00,55784.53,39.67,210.94,363,-12080.00,14.81,0.0064,4.62,0.8779,3193.36,5,-8424.00,6.62,0.03,0.12,0.0117,2.29,227660.00,-151090.00,144,219,8,12,4190.00,-1560.00,1580.97,-689.91,131,54,1.51
48,1.8,0.5,0.2,76570.00,55784.53,39.96,167.18,458,-15600.00,8.59,0.0078,3.58,0.9554,2105.97,5,-10276.00,5.43,0.07,0.15,0.0094,1.99,314770.00,-238200.00,183,275,7,9,3990.00,-2760.00,1720.05,-866.18,159,67,1.32
49,1.9,0.4,0.5,76370.00,55638.82,38.84,210.39,363,-12080.00,14.41,0.0062,4.61,0.8947,3246.18,5,-8680.00,6.41,0.04,0.12,0.0112,2.36,228840.00,-152470.00,141,222,8,12,4890.00,-1560.00,1622.98,-686.80,139,55,1.50
50,1.3,0.4,0.2,75840.00,55252.69,37.75,149.88,506,-13070.00,9.56,0.0064,4.23,0.9009,2789.88,5,-9448.00,5.85,0.06,0.13,0.0104,2.19,307990.00,-232150.00,191,315,7,9,4190.00,-2760.00,1612.51,-736.98,129,53,1.33
51,1.5,0.4,0.5,75620.00,55092.42,40.50,208.32,363,-12600.00,14.79,0.0063,4.37,0.8934,2948.71,5,-8528.00,6.46,0.03,0.13,0.0118,2.21,225530.00,-149910.00,147,216,8,12,4190.00,-1560.00,1534.22,-694.03,123,52,1.50
52,1.9,0.4,0.4,75610.00,55085.13,36.41,174.22,434,-13460.00,10.98,0.0075,4.09,0.9449,2746.37,5,-8858.00,6.22,0.04,0.13,0.0104,2.43,269670.00,-194060.00,158,276,7,11,4190.00,-1560.00,1706.77,-703.12,146,55,1.39
53,1.8,0.5,0.4,75240.00,54815.57,40.40,187.63,401,-11400.00,10.51,0.0075,4.81,0.9502,3825.20,5,-8762.00,6.26,0.04,0.11,0.0101,2.05,268730.00,-193490.00,162,239,7,10,3940.00,-1710.00,1658.83,-809.58,144,72,1.39
54,1.5,0.5,0.2,75020.00,54655.29,41.05,163.80,458,-11600.00,8.56,0.0075,4.71,0.9557,3730.81,5,-9464.00,5.78,0.07,0.12,0.0098,1.89,310020.00,-235000.00,188,270,7,8,3440.00,-2760.00,1649.04,-870.37,146,65,1.32
55,1.4,0.3,0.2,74890.00,54560.58,31.47,126.72,591,-12360.00,9.60,0.0064,4.41,0.9393,3242.66,5,-8758.00,6.23,0.04,0.12,0.0099,2.86,312940.00,-238050.00,186,405,7,12,4190.00,-2560.00,1682.47,-587.78,134,39,1.31
56,1.9,0.5,0.4,74840.00,54524.15,40.15,186.63,401,-11300.00,10.32,0.0074,4.83,0.9461,3854.30,5,-8742.00,6.24,0.04,0.11,0.0100,2.06,269190.00,-194350.00,161,240,7,10,4140.00,-1710.00,1671.99,-809.79,147,73,1.39
57,1.7,0.4,0.3,74680.00,54407.58,36.27,156.56,477,-9520.00,9.32,0.0073,5.72,0.9416,5414.06,5,-7826.00,6.95,0.06,0.09,0.0102,2.35,296920.00,-222240.00,173,304,5,9,4190.00,-2760.00,1716.30,-731.05,148,53,1.34
58,1.8,0.4,0.4,74610.00,54356.59,36.64,171.91,434,-13560.00,10.83,0.0075,4.01,0.9513,2689.42,5,-8878.00,6.12,0.03,0.13,0.0103,2.40,267910.00,-193300.00,159,275,7,11,4190.00,-1560.00,1684.97,-702.91,144,54,1.39
59,1.4,0.4,0.5,74570.00,54327.45,40.77,205.43,363,-10460.00,14.58,0.0064,5.19,0.9037,4266.36,5,-8100.00,6.71,0.03,0.10,0.0120,2.18,223920.00,-149350.00,148,215,8,12,4190.00,-1560.00,1512.97,-694.65,116,52,1.50
60,2,0.5,0.5,74410.00,54210.88,41.83,213.21,349,-9560.00,12.48,0.0063,5.67,0.9405,5302.42,5,-7738.00,7.01,0.04,0.10,0.0104,2.04,234840.00,-160430.00,146,203,8,9,4890.00,-1710.00,1608.49,-790.30,141,67,1.46
61,1.8,0.4,0.3,73780.00,53751.90,36.06,154.68,477,-9520.00,9.04,0.0071,5.65,0.9397,5337.70,5,-7870.00,6.83,0.06,0.09,0.0099,2.36,296880.00,-223100.00,172,305,5,9,4190.00,-2760.00,1726.05,-731.48,152,54,1.33
62,1.6,0.5,0.3,73650.00,53657.19,40.44,163.67,450,-10880.00,8.47,0.0070,4.93,0.9325,4045.76,5,-8568.00,6.26,0.07,0.11,0.0098,1.95,302830.00,-229180.00,182,268,7,11,3990.00,-2760.00,1663.90,-855.15,144,64,1.32
63,1.6,0.4,0.4,73610.00,53628.04,37.33,169.61,434,-14460.00,10.81,0.0070,3.71,0.9254,2268.57,5,-9058.00,5.92,0.03,0.14,0.0107,2.32,265330.00,-191720.00,162,272,7,11,4190.00,-1560.00,1637.84,-704.85,133,53,1.38
64,1.8,0.5,0.5,73510.00,53555.19,42.41,210.63,349,-9760.00,12.39,0.0061,5.49,0.9172,4901.18,5,-7778.00,6.89,0.04,0.10,0.0105,1.98,233070.00,-159560.00,148,201,8,9,4890.00,-1710.00,1574.80,-793.83,137,66,1.46
65,2,0.2,0.4,73500.00,53547.90,24.20,123.53,595,-10550.00,11.49,0.0072,5.08,0.9546,4407.85,5,-8732.00,6.13,0.05,0.11,0.0103,4.33,266260.00,-192760.00,144,451,4,17,4390.00,-1560.00,1849.03,-427.41,146,29,1.38
66,1.4,0.4,0.4,73460.00,53518.76,38.02,169.26,434,-11070.00,11.01,0.0075,4.83,0.9643,4011.31,5,-7760.00,6.90,0.03,0.11,0.0110,2.26,263650.00,-190190.00,165,269,7,7,4190.00,-1560.00,1597.88,-707.03,122,52,1.39
67,1.9,0.4,0.3,73430.00,53496.91,35.85,153.94,477,-9520.00,8.89,0.0070,5.62,0.9117,5151.22,5,-8282.00,6.46,0.06,0.09,0.0099,2.38,297290.00,-223860.00,171,306,5,9,4190.00,-2760.00,1738.54,-731.57,156,54,1.33
68,1.3,0.4,0.5,73420.00,53489.62,41.05,202.26,363,-10560.00,14.33,0.0062,5.07,0.8788,4007.39,5,-8140.00,6.57,0.03,0.11,0.0122,2.15,222160.00,-148740.00,149,214,8,12,4190.00,-1560.00,1491.01,-695.05,107,51,1.49
69,1.3,0.5,0.4,73090.00,53249.20,42.14,182.27,401,-10960.00,10.62,0.0076,4.86,0.9709,4091.45,5,-7530.00,7.07,0.03,0.11,0.0108,1.91,261260.00,-188170.00,169,232,7,9,3540.00,-1710.00,1545.92,-811.08,116,70,1.39
70,1.5,0.4,0.4,73060.00,53227.35,37.56,168.34,434,-11070.00,10.72,0.0071,4.81,0.9483,3923.49,5,-8328.00,6.39,0.03,0.11,0.0107,2.30,264570.00,-191510.00,163,271,7,7,4190.00,-1560.00,1623.13,-706.68,130,52,1.38
71,1.4,0.2,0.4,72800.00,53037.92,25.71,122.35,595,-10550.00,12.19,0.0076,5.03,0.9771,4468.37,5,-8020.00,6.61,0.05,0.11,0.0114,4.00,261620.00,-188820.00,153,442,4,17,4190.00,-1560.00,1709.93,-427.19,112,27,1.39
72,1.7,0.4,0.4,71660.00,52207.39,36.64,165.12,434,-13660.00,10.10,0.0071,3.82,0.9487,2537.89,5,-8898.00,5.87,0.03,0.14,0.0100,2.37,264960.00,-193300.00,159,275,7,11,4190.00,-1560.00,1666.42,-702.91,139,54,1.37
73,1.4,0.5,0.5,71360.00,51988.82,43.84,204.47,349,-8580.00,12.33,0.0063,6.06,0.9366,6281.42,5,-7424.00,7.00,0.03,0.09,0.0111,1.87,227420.00,-156060.00,153,196,8,9,3440.00,-1710.00,1486.41,-796.22,118,64,1.46
74,1.6,0.5,0.5,71360.00,51988.82,42.98,204.47,349,-9760.00,12.06,0.0058,5.33,0.8969,4651.72,5,-7660.00,6.79,0.03,0.10,0.0106,1.93,229000.00,-157640.00,150,199,8,9,3540.00,-1710.00,1526.67,-792.16,129,65,1.45
75,1.4,0.2,0.2,71320.00,51959.68,24.56,97.30,733,-12950.00,9.12,0.0067,4.01,0.9529,2865.05,5,-9640.00,5.39,0.05,0.13,0.0100,3.98,313150.00,-241830.00,180,553,4,20,4190.00,-2410.00,1739.72,-437.31,127,27,1.29
76,1.3,0.5,0.5,71310.00,51952.40,44.13,204.33,349,-8580.00,12.44,0.0062,6.06,0.9291,6225.82,5,-7444.00,6.98,0.03,0.09,0.0114,1.85,226560.00,-155250.00,154,195,8,9,3440.00,-1710.00,1471.17,-796.15,109,63,1.46
77,2,0.5,0.3,71050.00,51762.97,39.56,157.89,450,-9780.00,7.70,0.0068,5.29,0.9136,4729.27,5,-8752.00,5.91,0.07,0.10,0.0090,2.00,303470.00,-232420.00,178,272,7,11,4440.00,-2760.00,1704.89,-854.49,161,65,1.31
78,1.3,0.3,0.3,71000.00,51726.55,31.67,131.48,540,-8690.00,9.78,0.0068,5.95,0.9503,6237.21,5,-7436.00,6.96,0.04,0.09,0.0105,2.88,283440.00,-212440.00,171,369,5,11,4190.00,-1560.00,1657.54,-575.72,118,40,1.33
79,1.7,0.5,0.2,70970.00,51704.69,39.96,154.96,458,-15600.00,7.51,0.0074,3.31,0.9565,1953.30,5,-10266.00,5.04,0.07,0.15,0.0088,1.95,309170.00,-238200.00,183,275,7,9,3990.00,-2760.00,1689.45,-866.18,157,67,1.30
80,1.7,0.5,0.5,70910.00,51660.98,42.69,203.18,349,-9760.00,11.80,0.0060,5.29,0.9109,4695.20,5,-7660.00,6.74,0.03,0.10,0.0103,1.94,229460.00,-158550.00,149,200,8,9,3590.00,-1710.00,1540.00,-792.75,133,66,1.45
81,1.9,0.2,0.4,70900.00,51653.69,24.20,119.16,595,-10550.00,10.80,0.0069,4.90,0.9520,4240.59,5,-8732.00,5.92,0.05,0.11,0.0100,4.28,263660.00,-192760.00,144,451,4,17,4190.00,-1560.00,1830.97,-427.41,143,29,1.37
82,1.5,0.5,0.4,70840.00,51609.98,41.40,176.66,401,-10960.00,9.73,0.0068,4.71,0.9479,3871.81,5,-8070.00,6.40,0.04,0.11,0.0100,1.94,262190.00,-191350.00,166,235,7,9,3540.00,-1710.00,1579.46,-814.26,131,70,1.37
83,1.4,0.5,0.2,70370.00,51267.56,41.27,153.65,458,-11800.00,7.72,0.0070,4.34,0.9412,3329.13,5,-9610.00,5.33,0.07,0.12,0.0094,1.85,304410.00,-234040.00,189,269,7,8,3440.00,-2760.00,1610.63,-870.04,140,65,1.30
84,1.9,0.5,0.5,70110.00,51078.14,41.83,200.89,349,-9760.00,11.29,0.0058,5.23,0.9279,4728.30,5,-7778.00,6.57,0.04,0.10,0.0099,2.00,230540.00,-160430.00,146,203,8,9,4890.00,-1710.00,1579.04,-790.30,139,67,1.44
85,1.8,0.2,0.4,70100.00,51070.86,24.37,117.82,595,-10550.00,10.67,0.0069,4.84,0.9551,4206.37,5,-8742.00,5.84,0.05,0.11,0.0099,4.23,262500.00,-192400.00,145,450,4,17,4190.00,-1560.00,1810.34,-427.56,140,29,1.36
86,1.3,0.3,0.2,69940.00,50954.29,31.64,118.34,591,-10950.00,8.55,0.0058,4.65,0.9129,3747.82,5,-8648.00,5.89,0.04,0.11,0.0095,2.80,307580.00,-237640.00,187,404,7,12,4190.00,-2560.00,1644.81,-588.22,125,39,1.29
87,1.5,0.5,0.5,69910.00,50932.44,43.55,200.32,349,-9760.00,11.77,0.0059,5.22,0.9229,4687.32,5,-7660.00,6.65,0.03,0.10,0.0105,1.87,226930.00,-157020.00,152,197,8,9,3440.00,-1710.00,1492.96,-797.06,124,64,1.45
88,1.6,0.5,0.4,69640.00,50735.73,40.90,173.67,401,-12250.00,9.36,0.0066,4.14,0.9254,2983.93,5,-8616.00,5.89,0.04,0.12,0.0098,1.97,261610.00,-191970.00,164,237,7,10,3540.00,-1710.00,1595.18,-810.00,135,71,1.36
89,1.7,0.5,0.4,69390.00,50553.59,40.40,173.04,401,-11550.00,9.14,0.0070,4.38,0.9494,3432.94,5,-8792.00,5.75,0.04,0.12,0.0094,2.00,262880.00,-193490.00,162,239,7,10,3740.00,-1710.00,1622.72,-809.58,141,72,1.36
90,1.5,0.5,0.3,68850.00,50160.18,40.89,153.00,450,-9930.00,7.58,0.0066,5.05,0.9369,4559.91,5,-8378.00,5.99,0.07,0.10,0.0093,1.88,297410.00,-228560.00,184,266,7,8,3440.00,-2760.00,1616.36,-859.25,139,63,1.30
91,1.8,0.5,0.3,68800.00,50123.75,39.78,152.89,450,-10580.00,7.34,0.0068,4.74,0.9358,4010.52,5,-9116.00,5.50,0.07,0.11,0.0088,1.96,300360.00,-231560.00,179,271,7,11,4440.00,-2760.00,1677.99,-854.46,153,65,1.30
92,1.5,0.2,0.4,68600.00,49978.04,25.04,115.29,595,-10550.00,10.63,0.0067,4.74,0.9665,4165.42,5,-8676.00,5.76,0.05,0.11,0.0104,4.07,259310.00,-190710.00,149,446,4,17,4190.00,-1560.00,1740.34,-427.60,121,28,1.36
93,1.4,0.4,0.3,68480.00,49890.62,37.32,143.56,477,-9810.00,8.25,0.0065,5.09,0.9201,4555.55,5,-8104.00,6.16,0.06,0.10,0.0099,2.20,288370.00,-219890.00,178,299,5,9,4190.00,-2760.00,1620.06,-735.42,133,51,1.31
94,1.6,0.2,0.4,68400.00,49832.34,24.87,114.96,595,-10550.00,10.51,0.0065,4.72,0.9509,4085.95,5,-8510.00,5.86,0.05,0.11,0.0102,4.10,259320.00,-190920.00,148,447,4,17,4190.00,-1560.00,1752.16,-427.11,128,28,1.36
95,1.2,0.2,0.3,68300.00,49759.48,25.56,102.71,665,-9870.00,10.10,0.0069,5.04,0.9660,4775.31,5,-8422.00,5.91,0.05,0.10,0.0105,3.86,278300.00,-210000.00,170,495,4,19,4190.00,-1560.00,1637.06,-424.24,104,27,1.33
96,1.3,0.4,0.4,68160.00,49657.49,38.02,157.05,434,-11290.00,9.67,0.0070,4.40,0.9659,3584.08,5,-7460.00,6.66,0.03,0.11,0.0104,2.21,258350.00,-190190.00,165,269,7,7,4190.00,-1560.00,1565.76,-707.03,115,52,1.36
97,1.7,0.2,0.4,67750.00,49358.78,24.37,113.87,595,-10550.00,10.06,0.0067,4.68,0.9585,4079.80,5,-8882.00,5.56,0.05,0.11,0.0097,4.20,260150.00,-192400.00,145,450,4,17,4190.00,-1560.00,1794.14,-427.56,135,29,1.35
