#,P:win,P:lose,P:coffee,净利润,年化收益,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
80,1.7,0.4,0.3,53680.00,39108.18,36.09,164.16,327,-10500.00,6.72,0.0053,3.72,0.9351,3151.23,5,-8112.00,4.82,0.03,0.10,0.0089,2.38,208620.00,-154940.00,118,209,5,11,3990.00,-2760.00,1767.97,-741.34,150,54,1.35
67,2,0.3,0.3,55230.00,40237.43,31.19,168.90,327,-8400.00,8.58,0.0052,4.79,0.8727,4728.16,5,-6782.00,5.93,0.04,0.08,0.0097,3.12,187980.00,-132750.00,102,225,5,11,4440.00,-1560.00,1842.94,-590.00,160,43,1.42
66,1.7,0.3,0.3,55330.00,40310.28,31.80,169.20,327,-9420.00,8.86,0.0054,4.28,0.9443,4075.82,5,-6912.00,5.83,0.03,0.09,0.0100,3.05,186660.00,-131330.00,104,223,5,11,3990.00,-1560.00,1794.81,-588.92,147,42,1.42
65,1.7,0.5,0.3,55430.00,40383.13,40.67,169.51,327,-11250.00,6.36,0.0051,3.59,0.9115,2764.25,5,-9144.00,4.42,0.03,0.11,0.0084,1.94,224970.00,-169540.00,133,194,7,11,3990.00,-2760.00,1691.50,-873.92,154,67,1.33
62,1.8,0.5,0.3,55580.00,40492.42,40.37,169.97,327,-10950.00,6.31,0.0050,3.70,0.8940,2869.76,5,-9084.00,4.46,0.04,0.11,0.0083,1.96,225980.00,-170400.00,132,195,7,11,4440.00,-2760.00,1711.97,-873.85,157,67,1.33
61,2,0.5,0.3,55830.00,40674.55,40.06,170.73,327,-10550.00,6.29,0.0048,3.86,0.8468,2941.18,5,-8980.00,4.53,0.04,0.10,0.0082,1.98,227090.00,-171260.00,131,196,7,11,4440.00,-2760.00,1733.51,-873.78,165,68,1.33
72,2,0.4,0.3,54380.00,39618.16,35.47,166.30,327,-9800.00,6.70,0.0051,4.04,0.8653,3391.07,5,-8426.00,4.70,0.04,0.10,0.0087,2.45,210940.00,-156560.00,116,211,5,11,4440.00,-2760.00,1818.45,-741.99,163,55,1.35
60,1.5,0.3,0.3,55930.00,40747.41,32.42,171.04,327,-8410.00,9.20,0.0051,4.85,0.9558,5229.60,5,-6710.00,6.07,0.02,0.08,0.0105,2.98,186540.00,-130610.00,106,221,5,11,3440.00,-1560.00,1759.81,-591.00,134,40,1.43
75,1.8,0.3,0.3,54230.00,39508.88,31.50,165.84,327,-9120.00,8.42,0.0052,4.33,0.9304,4198.69,5,-6926.00,5.70,0.04,0.09,0.0097,3.07,186420.00,-132190.00,103,224,5,11,3990.00,-1560.00,1809.90,-590.13,151,42,1.41
78,1.9,0.5,0.3,53780.00,39181.04,40.06,164.46,327,-10950.00,5.89,0.0048,3.58,0.8624,2677.96,5,-9074.00,4.32,0.04,0.11,0.0080,1.97,225040.00,-171260.00,131,196,7,11,4440.00,-2760.00,1717.86,-873.78,161,68,1.31
57,1.6,0.2,0.3,56180.00,40929.54,26.61,171.80,327,-11410.00,11.62,0.0051,3.59,0.9049,2695.67,5,-6954.00,5.89,0.03,0.11,0.0118,4.21,162730.00,-106550.00,87,240,3,18,3490.00,-1560.00,1870.46,-443.96,134,27,1.53
81,1.5,0.2,0.3,53480.00,38962.48,26.91,163.55,327,-8860.00,10.82,0.0049,4.40,0.9233,4341.11,5,-6464.00,6.03,0.02,0.09,0.0114,4.08,159820.00,-106340.00,88,239,3,18,3290.00,-1560.00,1816.14,-444.94,127,26,1.50
84,1.5,0.4,0.3,53030.00,38634.63,36.70,162.17,327,-9550.00,6.69,0.0049,4.05,0.9475,3811.28,5,-7596.00,5.09,0.03,0.10,0.0091,2.32,207150.00,-154120.00,120,207,5,11,3440.00,-2760.00,1726.25,-744.54,138,53,1.34
50,1.6,0.4,0.3,58530.00,42641.62,36.39,178.99,327,-9450.00,7.89,0.0054,4.51,0.9435,4280.21,5,-7806.00,5.46,0.03,0.09,0.0099,2.41,212860.00,-154330.00,119,208,5,11,3990.00,-2760.00,1788.74,-741.97,144,54,1.38
90,1.9,0.3,0.3,52680.00,38379.64,31.19,161.10,327,-9120.00,7.91,0.0051,4.21,0.8880,3892.61,5,-6926.00,5.54,0.04,0.09,0.0094,3.08,185430.00,-132750.00,102,225,5,11,4040.00,-1560.00,1817.94,-590.00,155,43,1.40
91,1.9,0.4,0.3,52580.00,38306.79,35.47,160.80,327,-10200.00,6.32,0.0050,3.76,0.8813,3082.33,5,-8100.00,4.73,0.04,0.10,0.0086,2.43,209140.00,-156560.00,116,211,5,11,4040.00,-2760.00,1802.93,-741.99,158,55,1.34
93,2,0.2,0.3,52430.00,38197.50,25.99,160.34,327,-10310.00,10.07,0.0048,3.70,0.8049,2738.37,5,-7294.00,5.24,0.03,0.10,0.0104,4.24,159850.00,-107420.00,85,242,3,18,4440.00,-1560.00,1880.59,-443.88,156,28,1.49
43,1.6,0.5,0.3,59830.00,43588.72,40.98,182.97,327,-10710.00,7.35,0.0053,4.07,0.9159,3299.94,5,-8446.00,5.16,0.03,0.11,0.0093,1.95,228460.00,-168630.00,134,193,7,11,3990.00,-2760.00,1704.93,-873.73,148,66,1.35
39,1.6,0.3,0.3,60680.00,44207.98,32.11,185.57,327,-8310.00,10.48,0.0056,5.32,0.9517,5789.30,5,-6690.00,6.61,0.03,0.08,0.0112,3.09,191500.00,-130820.00,105,222,5,11,3990.00,-1560.00,1823.81,-589.28,140,41,1.46
83,1.9,0.5,0.4,53270.00,38809.48,40.58,170.19,313,-12890.00,6.70,0.0056,3.01,0.9015,1987.45,5,-9278.00,4.18,0.04,0.13,0.0084,1.97,207430.00,-154160.00,127,186,7,8,4140.00,-1710.00,1633.31,-828.82,147,72,1.35
64,2,0.4,0.4,55470.00,40412.28,36.42,177.22,313,-14950.00,7.97,0.0061,2.70,0.9205,1570.80,5,-8666.00,4.66,0.04,0.15,0.0094,2.43,197310.00,-141840.00,114,199,7,8,4390.00,-1560.00,1730.79,-712.76,147,55,1.39
95,1.9,0.4,0.4,52320.00,38117.37,36.42,167.16,313,-14950.00,7.20,0.0058,2.55,0.9150,1472.62,5,-8590.00,4.44,0.04,0.15,0.0090,2.39,194160.00,-141840.00,114,199,7,8,4140.00,-1560.00,1703.16,-712.76,145,55,1.37
68,1.8,0.5,0.4,54820.00,39938.72,40.89,175.14,313,-12890.00,7.13,0.0058,3.10,0.9161,2078.31,5,-9188.00,4.35,0.04,0.13,0.0087,1.96,208120.00,-153300.00,128,185,7,8,3940.00,-1710.00,1625.94,-828.65,144,72,1.36
82,2,0.2,0.4,53420.00,38918.76,26.84,170.67,313,-10370.00,11.19,0.0058,3.75,0.8773,2997.23,5,-6418.00,6.06,0.03,0.10,0.0110,4.16,154710.00,-101290.00,84,229,3,11,4390.00,-1560.00,1841.79,-442.31,137,28,1.53
59,2,0.5,0.4,56020.00,40812.97,40.58,178.98,313,-12890.00,7.31,0.0059,3.17,0.9097,2109.06,5,-9262.00,4.41,0.04,0.13,0.0087,2.00,210180.00,-154160.00,127,186,7,8,4390.00,-1710.00,1654.96,-828.82,150,72,1.36
92,1.8,0.4,0.4,52570.00,38299.50,36.74,167.96,313,-14950.00,7.36,0.0058,2.56,0.9317,1506.76,5,-8500.00,4.51,0.03,0.15,0.0090,2.36,193650.00,-141080.00,115,198,7,8,3940.00,-1560.00,1683.91,-712.53,142,54,1.37
53,1.4,0.5,0.4,57070.00,41577.94,42.49,182.33,313,-12890.00,8.11,0.0061,3.23,0.9535,2251.61,5,-8502.00,4.89,0.03,0.13,0.0097,1.87,206070.00,-149000.00,133,180,7,8,3540.00,-1710.00,1549.40,-827.78,125,69,1.38
14,1.8,0.5,0.5,65120.00,47442.71,44.17,230.11,283,-11150.00,11.89,0.0055,4.25,0.8962,3228.13,5,-7616.00,6.23,0.04,0.11,0.0105,1.90,193650.00,-128530.00,125,158,8,12,4890.00,-1710.00,1549.20,-813.48,136,65,1.51
12,1.6,0.4,0.5,65570.00,47770.56,42.05,231.70,283,-11510.00,14.11,0.0056,4.15,0.9066,3086.48,5,-7256.00,6.58,0.03,0.11,0.0115,2.16,181410.00,-115840.00,119,164,8,12,3540.00,-1560.00,1524.45,-706.34,125,51,1.57
11,1.7,0.4,0.5,65770.00,47916.27,41.70,232.40,283,-11510.00,14.02,0.0059,4.16,0.9147,3124.03,5,-7288.00,6.57,0.03,0.11,0.0113,2.19,182220.00,-116450.00,118,165,8,12,3590.00,-1560.00,1544.24,-705.76,129,52,1.56
7,1.8,0.4,0.5,67670.00,49300.50,41.34,239.12,283,-11510.00,14.53,0.0059,4.28,0.9159,3218.49,5,-7786.00,6.33,0.03,0.11,0.0114,2.24,184730.00,-117060.00,117,166,8,12,4890.00,-1560.00,1578.89,-705.18,134,52,1.58
41,1.3,0.4,0.5,60270.00,43909.28,42.76,212.97,283,-9130.00,12.48,0.0054,4.81,0.9248,4584.18,5,-6766.00,6.49,0.03,0.09,0.0114,2.04,175290.00,-115020.00,121,162,8,12,3240.00,-1560.00,1448.68,-710.00,107,50,1.52
36,1.9,0.5,0.5,61070.00,44492.12,43.46,215.80,283,-11150.00,10.52,0.0051,3.99,0.9036,3052.10,5,-7616.00,5.84,0.04,0.11,0.0096,1.91,190470.00,-129400.00,123,160,8,12,4890.00,-1710.00,1548.54,-808.75,139,66,1.47
37,1.5,0.5,0.5,60920.00,44382.83,45.23,215.27,283,-11330.00,10.99,0.0051,3.92,0.9126,2977.34,5,-7092.00,6.26,0.03,0.11,0.0102,1.79,187320.00,-126400.00,128,155,8,12,3340.00,-1710.00,1463.44,-815.48,125,62,1.48
88,1.2,0.5,0.5,52970.00,38590.92,45.94,187.17,283,-9970.00,8.91,0.0046,3.87,0.8924,3266.24,5,-7018.00,5.50,0.03,0.10,0.0097,1.68,177600.00,-124630.00,130,153,8,12,3240.00,-1710.00,1366.15,-814.58,105,62,1.43
19,1.6,0.5,0.5,63720.00,46422.75,44.88,225.16,283,-11150.00,11.80,0.0052,4.16,0.8861,3123.13,5,-6862.00,6.77,0.03,0.11,0.0106,1.85,190330.00,-126610.00,127,156,8,12,3540.00,-1710.00,1498.66,-811.60,128,63,1.50
21,1.7,0.5,0.5,63620.00,46349.90,44.52,224.81,283,-11150.00,11.61,0.0055,4.16,0.8990,3163.92,5,-6862.00,6.75,0.03,0.11,0.0104,1.87,191140.00,-127520.00,126,157,8,12,3590.00,-1710.00,1516.98,-812.23,131,64,1.50
22,1.5,0.4,0.5,63270.00,46094.91,42.40,223.57,283,-12060.00,13.38,0.0055,3.82,0.9290,2778.99,5,-7366.00,6.26,0.03,0.12,0.0112,2.10,178900.00,-115630.00,120,163,8,12,3340.00,-1560.00,1490.83,-709.39,122,50,1.55
71,2,0.2,0.5,54520.00,39720.16,28.98,192.65,283,-7480.00,13.39,0.0052,5.31,0.9528,6380.47,5,-5998.00,6.62,0.03,0.07,0.0107,3.94,144180.00,-89660.00,82,201,4,15,4890.00,-1560.00,1758.29,-446.07,126,28,1.61
6,2,0.4,0.5,67770.00,49373.35,40.64,239.47,283,-10110.00,14.34,0.0060,4.88,0.9343,4261.83,5,-7506.00,6.58,0.04,0.10,0.0111,2.30,185600.00,-117830.00,115,168,8,12,4890.00,-1560.00,1613.91,-701.37,138,54,1.58
28,1.3,0.5,0.5,61920.00,45111.38,45.94,218.80,283,-9970.00,11.59,0.0055,4.52,0.9053,3874.65,5,-7334.00,6.15,0.03,0.10,0.0112,1.76,186550.00,-124630.00,130,153,8,12,3240.00,-1710.00,1435.00,-814.58,110,62,1.50
98,1.8,0.2,0.5,52020.00,37898.80,29.33,183.82,283,-7480.00,12.58,0.0049,5.07,0.9477,6055.51,5,-5814.00,6.52,0.03,0.07,0.0103,3.81,141320.00,-89300.00,83,200,4,15,4890.00,-1560.00,1702.65,-446.50,123,27,1.58
16,2,0.5,0.5,64570.00,47042.02,43.46,228.16,283,-11150.00,11.55,0.0055,4.22,0.9243,3301.40,5,-7616.00,6.18,0.04,0.11,0.0101,1.95,193970.00,-129400.00,123,160,8,12,4890.00,-1710.00,1576.99,-808.75,140,66,1.50
27,1.4,0.4,0.5,62070.00,45220.66,42.40,219.33,283,-9130.00,12.96,0.0055,4.95,0.9419,4808.20,5,-6746.00,6.70,0.03,0.09,0.0112,2.09,177700.00,-115630.00,120,163,8,12,3240.00,-1560.00,1480.83,-709.39,115,50,1.54
97,1.2,0.4,0.5,52220.00,38044.51,42.76,184.52,283,-9130.00,9.82,0.0046,4.17,0.9159,3933.82,5,-6804.00,5.59,0.03,0.09,0.0100,1.95,167240.00,-115020.00,121,162,8,12,3240.00,-1560.00,1382.15,-710.00,102,50,1.45
25,1.4,0.5,0.5,62320.00,45402.79,45.58,220.21,283,-9970.00,11.58,0.0055,4.55,0.9214,3970.32,5,-6860.00,6.62,0.03,0.10,0.0108,1.79,187760.00,-125440.00,129,154,8,12,3240.00,-1710.00,1455.50,-814.55,118,62,1.50
15,1.9,0.4,0.5,65020.00,47369.86,40.64,229.75,283,-11510.00,13.40,0.0057,4.12,0.9171,3096.04,5,-7786.00,6.08,0.04,0.11,0.0108,2.27,182850.00,-117830.00,115,168,8,12,4890.00,-1560.00,1590.00,-701.37,137,54,1.55
86,1.4,0.5,0.6,52980.00,38598.20,46.28,218.93,242,-11810.00,9.77,0.0053,3.27,0.9135,2371.96,5,-8022.00,4.81,0.03,0.12,0.0097,1.73,160630.00,-107650.00,112,130,12,11,3040.00,-1910.00,1434.20,-828.08,114,59,1.49
69,1.6,0.4,0.6,54680.00,39836.73,40.91,225.95,242,-10500.00,11.06,0.0050,3.79,0.9096,3085.35,5,-7022.00,5.67,0.03,0.10,0.0105,2.22,156010.00,-101330.00,99,143,7,11,3490.00,-1560.00,1575.86,-708.60,116,45,1.54
99,1.7,0.4,0.6,51880.00,37796.81,40.50,214.38,242,-11590.00,10.01,0.0049,3.26,0.8957,2366.36,5,-7644.00,4.94,0.03,0.12,0.0097,2.22,153820.00,-101940.00,98,144,7,11,3590.00,-1560.00,1569.59,-707.92,122,46,1.51
100,1.8,0.4,0.6,51880.00,37796.81,40.08,214.38,242,-11590.00,9.88,0.0047,3.26,0.8811,2327.71,5,-7898.00,4.79,0.03,0.12,0.0095,2.25,154430.00,-102550.00,97,145,7,11,4890.00,-1560.00,1592.06,-707.24,125,46,1.51
89,2,0.4,0.6,52730.00,38416.07,39.26,217.89,242,-12840.00,9.85,0.0046,2.99,0.8412,1839.98,5,-8148.00,4.71,0.04,0.13,0.0095,2.33,156700.00,-103970.00,95,147,7,11,4890.00,-1560.00,1649.47,-707.28,130,48,1.51
79,1.6,0.5,0.6,53730.00,39144.61,45.04,222.02,242,-11810.00,9.68,0.0052,3.31,0.9379,2471.00,5,-8030.00,4.87,0.03,0.12,0.0094,1.82,163210.00,-109480.00,109,133,12,11,3490.00,-1910.00,1497.34,-823.16,123,60,1.49
30,2,0.3,0.7,61900.00,45096.81,39.50,309.50,200,-10300.00,21.69,0.0053,4.38,0.9122,3616.57,5,-5880.00,7.67,0.03,0.10,0.0128,2.97,127910.00,-66010.00,79,121,6,10,4690.00,-1560.00,1619.11,-545.54,109,42,1.94
76,2,0.4,0.7,54100.00,39414.17,43.00,270.50,200,-12050.00,14.20,0.0046,3.27,0.8787,2223.88,5,-6658.00,5.92,0.04,0.12,0.0106,2.26,131140.00,-77040.00,86,114,6,10,4690.00,-1560.00,1524.88,-675.79,114,57,1.70
32,1.7,0.3,0.7,61450.00,44768.96,40.50,307.25,200,-9800.00,22.25,0.0052,4.57,0.9376,4078.41,5,-5708.00,7.84,0.02,0.10,0.0128,2.86,126240.00,-64790.00,81,119,6,10,4690.00,-1560.00,1558.52,-544.45,103,40,1.95
18,1.3,0.5,0.7,63950.00,46590.32,50.00,319.75,200,-6850.00,18.54,0.0052,6.80,0.9434,8740.13,5,-5200.00,8.96,0.03,0.07,0.0126,1.82,141750.00,-77800.00,100,100,6,7,2990.00,-1860.00,1417.50,-778.00,95,66,1.82
77,1.7,0.4,0.7,53850.00,39232.04,44.00,269.25,200,-9820.00,14.60,0.0044,4.00,0.9102,3453.43,5,-6008.00,6.53,0.03,0.10,0.0106,2.18,129470.00,-75620.00,88,112,6,10,4690.00,-1560.00,1471.25,-675.18,108,55,1.71
35,2,0.5,0.7,61150.00,44550.40,47.50,305.75,200,-10200.00,15.90,0.0051,4.37,0.9245,3694.00,5,-5988.00,7.44,0.04,0.10,0.0109,1.93,143100.00,-81950.00,95,105,6,7,4690.00,-1860.00,1506.32,-780.48,120,68,1.75
29,1.6,0.3,0.7,61900.00,45096.81,40.50,309.50,200,-9800.00,22.50,0.0051,4.60,0.9311,4079.20,5,-5708.00,7.90,0.02,0.10,0.0132,2.87,126690.00,-64790.00,81,119,6,10,3340.00,-1560.00,1564.07,-544.45,101,40,1.96
23,1.8,0.3,0.7,63150.00,46007.49,40.00,315.75,200,-10300.00,22.74,0.0053,4.47,0.9144,3699.79,5,-5808.00,7.92,0.03,0.10,0.0131,2.95,128600.00,-65450.00,80,120,6,10,4690.00,-1560.00,1607.50,-545.42,107,41,1.96
24,1.4,0.5,0.7,62450.00,45497.50,49.50,312.25,200,-6850.00,17.58,0.0052,6.64,0.9434,8534.74,5,-5200.00,8.75,0.03,0.07,0.0120,1.83,141060.00,-78610.00,99,101,6,7,3040.00,-1860.00,1424.85,-778.32,100,67,1.79
85,1.3,0.4,0.7,53000.00,38612.77,45.00,265.00,200,-9650.00,14.72,0.0042,4.00,0.9025,3489.37,5,-6268.00,6.16,0.03,0.10,0.0113,2.09,127250.00,-74250.00,90,110,6,10,2990.00,-1560.00,1413.89,-675.00,91,54,1.71
54,1.2,0.3,0.7,57000.00,41526.95,42.00,285.00,200,-9800.00,20.86,0.0046,4.24,0.9182,3702.70,5,-5624.00,7.38,0.02,0.10,0.0133,2.63,120160.00,-63160.00,84,116,6,10,2840.00,-1560.00,1430.48,-544.48,81,39,1.90
33,1.6,0.5,0.7,61250.00,44623.25,48.50,306.25,200,-7550.00,16.51,0.0049,5.91,0.9337,6820.40,5,-5498.00,8.12,0.03,0.08,0.0112,1.87,141480.00,-80230.00,97,103,6,7,3340.00,-1860.00,1458.56,-778.93,113,67,1.76
52,1.5,0.3,0.7,58350.00,42510.48,40.50,291.75,200,-9800.00,20.57,0.0048,4.34,0.9319,3848.24,5,-5708.00,7.45,0.02,0.10,0.0126,2.79,123140.00,-64790.00,81,119,6,10,3290.00,-1560.00,1520.25,-544.45,97,40,1.90
51,1.5,0.5,0.7,58400.00,42546.91,48.50,292.00,200,-6850.00,15.32,0.0047,6.21,0.9328,7892.16,5,-5358.00,7.94,0.03,0.07,0.0108,1.83,138630.00,-80230.00,97,103,6,7,3290.00,-1860.00,1429.18,-778.93,108,67,1.73
38,1.7,0.5,0.7,60800.00,44295.41,48.50,304.00,200,-7550.00,16.32,0.0050,5.87,0.9387,6807.82,5,-5498.00,8.06,0.03,0.08,0.0109,1.87,141030.00,-80230.00,97,103,6,7,4690.00,-1860.00,1453.92,-778.93,114,67,1.76
49,1.9,0.5,0.7,58750.00,42801.90,47.50,293.75,200,-10200.00,14.93,0.0048,4.20,0.9078,3483.95,5,-6028.00,7.10,0.04,0.10,0.0106,1.90,140700.00,-81950.00,95,105,6,7,4690.00,-1860.00,1481.05,-780.48,118,68,1.72
48,1.4,0.3,0.7,59200.00,43129.74,41.00,296.00,200,-9800.00,21.39,0.0050,4.40,0.9333,3909.72,5,-5708.00,7.56,0.02,0.10,0.0132,2.77,123430.00,-64230.00,82,118,6,10,3040.00,-1560.00,1505.24,-544.32,90,40,1.92
46,1.2,0.5,0.7,59350.00,43239.02,50.50,296.75,200,-8100.00,16.85,0.0048,5.34,0.9252,5687.84,5,-5358.00,8.07,0.03,0.08,0.0120,1.74,136140.00,-76790.00,101,99,6,7,2840.00,-1860.00,1347.92,-775.66,90,65,1.77
45,1.9,0.3,0.7,59500.00,43348.30,39.50,297.50,200,-10300.00,20.42,0.0050,4.21,0.8918,3397.64,5,-5880.00,7.37,0.03,0.10,0.0124,2.91,125510.00,-66010.00,79,121,6,10,4690.00,-1560.00,1588.73,-545.54,107,42,1.90
73,1.6,0.4,0.7,54300.00,39559.88,44.00,271.50,200,-9820.00,14.79,0.0044,4.03,0.9021,3450.92,5,-6008.00,6.58,0.03,0.10,0.0109,2.19,129920.00,-75620.00,88,112,6,10,3340.00,-1560.00,1476.36,-675.18,106,55,1.72
